miR-30d-5p	miR-125a-5p	miR-125b-5b	miR-128-3p	miR-130a-3p	miR-141-3p	miR-150-5p	miR-181a-5p	miR-200c-3p	miR-324-5p	miR-425-3p	miR-501-3p	miR-574-3p	miR-874-3p	miR-877-5p	miR-339-3p	Let-7i-5p	mir-30a-5p	miR-194-5p	miR-423-3p	miR-328-3p	miR-199a-5p
1.05087452688463	0.00000740060045673517	1.39436342124329	0.00152339140911895	0.516018280109091	0.489583682668711	1.19886812667312	0.360647123108851	0.00517442025115682	0.175503831535009	0.00117788339795519	0.00111455045462052	0.0122098384928205	0.0687115225556868	0.0687115225556868	0.0694366044545447	1.22227256509735	0.282417130514474	0.262571403672709	8332335364.81761	0.270432844531911	0.0921504414701251
1.90600198479259	0.50040604129177	1.09878860100808	0.0000152587890625	0.783643643655423	0.000188039757804214	2.27966192088318	0.0106868507860985	0.423006259033919	0.0364896927262696	0.025626824355685	0.00417085454540128	0.00426123780591515	0.0776711339544834	0.0776711339544834	0.0770089720429372	1.21732813941309	1.26323905971579	0.202424194783174	17179869184	0.00219108204509574	0.399312603932968
25.317362415877	6.70465083293529	2.14032660560091	1.1917877212297	44.525850809501	0.0465495897058377	16.9393999724658	0.039458041647466	0.927454897385485	4.87613215964125	2.61279612924159	0.0593708567669068	1.43244668675754	0.0180161197097452	0.202449780836557	1.45364592387821	42.0423486872842	0.741682480492488	1.23256650954358	9867243735.36255	3.09223895675743	14.6289028121452
3.90118648491658	1.1206747856175	2.81001473921364	0.276633829540586	4.61752249017487	0.00492485573796143	2.73381266033518	0.816447369220968	0.298481706050161	0.000139166013241553	0.345334952777931	0.0000892553320021125	0.40067272672081	0.176242770746441	0.154330210674227	0.407003626919697	4.18677609889221	0.391169663518863	0.0406679308670301	8589934592	0.499324876731942	0.863361309332549
6.43672225432689	2.07159551490651	0.732107887984507	0.0000175277458953405	5.83084968238921	0.0302231265229871	3.80746887960088	0.777854636997384	0.00199358163635754	0.68897140973445	0.772106762185914	0.000189939563535366	0.219577266126795	0.610762792791613	0.610762792791613	0.374067503435371	6.04419319083444	1.34440766448766	0.960539372647997	19734487470.7251	0.000661622770951505	0.840569186592735
1.3399651084018	0.625392583181529	1.12380238461701	0.0734915753167334	4.37271279916309	0.0131553799095782	1.54834790713141	0.800576670860509	0.266982690604725	0.28242161106388	0.195634484939039	0.000843726186993085	0.171406524019897	0.053544074149781	0.053544074149781	0.354873985105698	3.66699794304093	2.85292086129835	0.177425263704758	8589934592	1.39071816207029	1.0690580394166
2.68113229371394	1.55251142122791	0.395622281741868	0.213567583365095	1.34520702355443	0.00144112509283946	1.97967320751571	0.350053559797897	0.197269489600813	0.218386687187777	0.277825450743812	0.0478078173065782	0.0840901125666706	0.208854269687591	0.208854269687591	0.00000503352321919591	2.63244381637056	0.751153450170393	0.355793432565124	5667243323.58286	0.303818748651985	0.776097681588407
0.695848329018678	0.199141715795196	0.956664353165159	0.00100795213973677	0.209320549741669	0.00000901432050628217	0.430070827547461	0.470741134181494	0.303536425097031	0.032116261695488	0.215815788048587	0.0119095682485617	0.118457346132095	0.689064689210546	0.689064689210546	0.000842415415987707	3.07550818154957	0.657495927485366	0.328958391454599	10149222618.2726	0.012965379616528	0.00320481871305656
11.1339706951989	2.38337503065281	1.90776671332177	1.45354291762735	12.4978505923381	0.761920190736113	5.10504930994891	0.23150853192003	0.849594776788453	0.0549437183094536	0.000017976232257637	0.00396441623326021	1.24445790064986	0.844144467240398	0.844144467240398	0.544454292355612	11.6205669399742	0.640882334550479	0.674110487971096	20239438224.2549	0.963724989813701	5.58869530035978
1.24506350533	0.700496717470872	0.913120656755863	0.00944494384598079	2.08448149998193	0.368436114802351	1.76111162970855	0.400520196768306	0.203630457288641	0.180397004005307	0.00628569038520175	0.0181982558900329	0.138298263787298	0.176320611890779	0.176320611890779	0.00000468411338093665	3.50786823849047	0.230565310574485	0.162130235429616	5273842819.23686	0.486442911688094	0.808075558922954
6.02982992064155	0.541249099254162	0.599438818330102	0.285753005208077	3.15110337945744	0.465052614036789	4.6449404320263	0.160189025065399	0.657407269164808	0.342343829399441	0.391162423416142	0.00202558604251341	0.591447088508867	0.152685934180349	0.152685934180349	0.393520445363826	4.10861034195704	0.734337835108086	0.69372645734368	9652444600.27145	1.36373124591711	2.61606733245524
2.42524666126549	1.15430736842821	0.710489645160443	0.00723590427660014	2.13180480739195	0.0000925361196794796	2.9144860592131	0.0571098929663708	0.534548807298215	0.23001788747204	0.185236954460625	0.00169438246642684	0.283390328228081	0.00237865042373232	0.399465730242934	0.145495227057093	6.22029874714015	0.324747835539954	0.724216269639427	6056840499.07813	0.634183304091687	1.42736594287361
0.188553795374536	0.00000198639271446322	0.620939578004533	0.00000198639271446322	0.17253512528133	0.161537577166045	0.260483035475397	0.259672257357861	0.00000198639271446322	0.000352631485114716	0.0332246538639036	0.0000923300849350493	0.00728185345857972	0.0944657931038373	0.108731039748834	0.00222247993329061	0.291687614316519	0.0826387207110834	0.000152484832730455	2236479372.16701	0.0000130188175617213	0.223465982464506
0.338098696080346	0.000110914553346149	8.74173806801296	0.0447780699915305	0.366326218770035	0.0940035830586668	0.0577174314890949	0.152593105889688	0.435953478017073	0.0536717883454572	0.00156731031031197	0.000509427639120668	0.0134467514445377	0.340554401569972	0.340554401569972	0.00667710063711118	1.36764565454981	0.00000922709058624348	0.0698550004378973	10388780431.48	0.00351165512579305	0.0620895279875849
2.58026524472149	0.83029676930889	1.22561726858308	0.209682557827649	3.27326749620374	0.0000534196378508592	0.447131134786333	0.842985717572761	0.178859792954712	0.309156626901905	0.857690004937392	0.0000103778060737381	0.011733883772552	0.00700068129175775	0.14319324932017	0.0664472871888082	4.79654408070254	0.171119194495486	0.521580113554825	4249067091.8538	0.628742682986464	2.21468921836823
1.72096119723984	0.377616468951798	4.63894459520948	0.0000161921198330699	0.749206363549277	0.284677587054903	1.44153228617703	1.01651000865483	0.00000990797589639067	0.00000990797589639067	0.402602356225442	0.000521063270998454	0.302521238910692	0.136238877408879	0.424950174680545	0.195159159947449	1.59272937967863	0.0511779477815469	0.173850802397156	11155389138.7452	0.361474846080922	0.000440087673114633
0.331980001997601	0.194517759607045	0.0741974192271875	0.640611257994897	0.898639106775953	0.500911738780879	1.41631666068853	0.462574084702176	0.16805282434711	0.668734787406798	0.000609276842888617	0.00000843978402997777	0.121249193657832	0.00240379574697543	0.172200593216947	0.00000843978402997777	1.26989348151193	0.087459814523779	0.2316836708919	9502352053.12384	0.0466945863945423	0.550009127533956
0.241881376157015	0.142862336315404	2.22907111186199	0.00000317705219808135	0.183268961721807	0.00499679548883956	0.468781695761092	0.131689871370205	0.00998009716607813	0.00117457267800624	0.0316542966700055	0.0000918694577859083	0.0000274267184685274	0.00495286082911758	0.0753938067803875	0.00000317705219808135	0.5532069511976	0.0921442283679105	0.0387380855954146	3577042773.85395	0.0862927718249012	0.0835705218380507
0.0000290242826084286	0.639342114250709	9.13434541251386	0.0000290242826084286	1.61828920117151	2.57006520451651	1.1848099069904	1.36015527849541	1.26387719700474	0.0000290242826084286	0.089569638575634	0.00347561003030668	0.0854909633414555	0.537876431432587	0.537876431432587	0.878548766617101	2.56270251317228	1.16940353507664	1.00818788717044	32678437085.0037	0.0000290242826084286	0.00668390136290566
6.92962851982252	2.2409051310324	1.56803340959256	0.0000186501033637037	3.02709261485599	0.53236670412543	8.41396799951518	1.43201572282094	0.283922098369152	1.34098944530043	0.453658996999707	0.0042389083159641	0.142751132547023	0.109998776891686	0.0149564993186497	0.283227771215855	6.20921487475254	0.664548393104839	0.328239841003029	12258224712.2773	1.11296738510549	1.56543181293276
4.11036521520091	0.717806792563066	0.449161568285455	0.434616067296283	3.61415096300021	0.0000051335715284255	5.29708643851102	0.554062595628824	0.269661676930118	0.350844352702941	0.473541311025923	0.000790830329889176	0.245601612393498	0.00115508457361387	0.0518656325130984	0.0000051335715284255	6.34713386547808	0.334280761518538	0.233576347337569	5779887705.62422	0.84558536253721	3.35281917985713
0.880418454764963	0.629760116634249	3.46390281284919	0.0000342688954232391	0.61097955705437	0.00000921962788482444	6.06735824249801	0.670009127709816	0.486805762795217	0.00000921962788482444	0.00959631153364125	0.00139645751337387	0.132362754252631	0.163807768591083	0.120501941480575	0.00000921962788482444	0.669486708779704	0.774094123532582	0.873838754459625	10380378176.6475	0.270151970300632	0.0000312031474568617
1.52506173567327	0.59319024271703	1.11924445980453	0.0127824151554819	1.94419794237681	0.0107299455112966	5.25586612269416	0.367209695453829	0.000421398199732712	0.0000177606478341178	0.00205728158324816	0.00090394052417973	0.00957051547934243	0.315558515678021	1.71155387088684	0.0000579872021053884	2.66790377808792	0.634703348033946	1.04035195908222	19996711741.8979	0.0000177606478341178	0.875825779358612
5.51525846498191	1.71772430779246	0.488425155749068	0.742582590722797	9.55154087114435	0.101926205412973	3.72406250860117	1.43174880229974	0.349553541704157	0.782585531540005	1.06651276247403	0.0020943960102919	0.257408809021607	0.14220223870629	0.291140529981017	0.439527664584464	8.971350422679	0.366169335893137	0.257932061387719	2881733353.74547	0.788040429634363	3.60939980694451
1.60166781699431	0.179138092978885	0.275200601177619	0.176519565840363	1.15042089839806	0.0735898710191752	2.46571450871059	0.578460722531293	0.435236496978489	0.104595123566951	0.0104451551874138	0.0111269825588936	0.188889877316617	0.00223137423153773	0.297089212157256	0.115698115507938	2.32188689885333	0.000111316920640094	0.287208532883449	2908537715.30031	0.0700722758569	0.667400220932076
